"","X","datesnames","response","cum.response","point.pred","point.pred.lower","point.pred.upper","cum.pred","cum.pred.lower","cum.pred.upper","point.effect","point.effect.lower","point.effect.upper","cum.effect","cum.effect.lower","cum.effect.upper","proj.response","proj.conterfactual","proj.conterfactual.lower","proj.conterfactual.upper"
"18",18,"2020-03-19",0.290649433679583,0.743271567742514,0.328236426758799,0.190979429092415,0.49657352076859,0.743271567742514,0.743271567742514,0.743271567742514,-0.0375869930792158,-0.205924087089007,0.0996700045871685,0,0,0,0.164658091514087,0.164658091514087,0.164658091514087,0.164658091514087
"19",19,"2020-03-21",0.273414100654076,1.01668566839659,0.300404830168133,0.159235537941676,0.46876150762721,1.01668566839659,1.01668566839659,1.01668566839659,-0.0269907295140568,-0.195347406973134,0.1141785627124,0,0,0,0.216433913623516,0.216433913623516,0.216433913623516,0.216433913623516
"20",20,"2020-03-23",0.249340093977188,1.26602576237378,0.284014587627614,0.14649841371518,0.453342742305044,1.26602576237378,1.26602576237378,1.26602576237378,-0.034674493650426,-0.204002648327856,0.102841680262008,0,0,0,0.27772331435376,0.27772331435376,0.27772331435376,0.27772331435376
"21",21,"2020-03-25",0.16816829090657,1.43419405328035,0.283984865178701,0.121563954195242,0.473492456507353,1.55001062755248,1.38758971656902,1.73951821888113,-0.115816574272131,-0.305324165600783,0.0466043367113283,-0.115816574272131,-0.305324165600783,0.0466043367113282,0.328584369288112,0.368931212675115,0.313622270056281,0.445910296326046
"22",22,"2020-03-27",0.18500910764474,1.61920316092509,0.284200433948564,0.106304741698471,0.492771530821128,1.83421106150104,1.54207430183025,2.17026934527009,-0.0991913263038238,-0.307762423176388,0.0787043659462687,-0.215007900575955,-0.551066184344998,0.0771288590948407,0.395362373068825,0.490198614698204,0.366014842342021,0.685994032608082
"23",23,"2020-03-29",0.133647073115137,1.75285023404023,0.284107380837786,0.0947677545919424,0.50217523512999,2.11831844233883,1.68982778650692,2.6032338239832,-0.150460307722649,-0.368528162014853,0.0388793185231945,-0.365468208298604,-0.85038358994297,0.0630224475333088,0.451894984488663,0.651265912099137,0.424294322010655,1.05768031558773
"24",24,"2020-03-31",0.113184082602681,1.86603431664291,0.283687250912097,0.0746703690837492,0.512797523655483,2.40200569325093,1.8200911443563,3.04949794312886,-0.170503168309416,-0.399613441052803,0.0385137135189315,-0.53597137660802,-1.18346362648596,0.0459431722866044,0.506049201253295,0.864892547650997,0.483325687643234,1.65258751045279
"25",25,"2020-04-02",0.119147894765935,1.98518221140884,0.283587173881793,0.0573948103718173,0.521811389482688,2.68559286713272,1.9499987570307,3.49954758959828,NA,NA,NA,NA,NA,NA,0.570082903508771,1.14847752246647,0.550374161532233,2.59190180581154
"26",26,"2020-04-04",0.111343863375364,2.09652607478421,0.283003166292449,0.0402043104522659,0.537071654355467,2.96859603342517,2.05359301992358,3.97098970545505,NA,NA,NA,NA,NA,NA,0.63722681415952,1.52415527420993,0.610447688477238,4.15301264764943
"27",27,"2020-04-06",0.0852632713228978,2.1817893461071,0.281590666474855,0.0247555059821089,0.54311941805833,3.25018669990002,2.12335965258973,4.4399127866466,NA,NA,NA,NA,NA,NA,0.693942379014367,2.0198656605307,0.654557369986191,6.63764406645878
"28",28,"2020-04-08",0.0824531527471812,2.26424249885428,0.281917170711758,0.0182224829182305,0.561031702691983,3.53210387061178,2.17304056359119,4.93551290514299,NA,NA,NA,NA,NA,NA,0.753585198829468,2.67767311102014,0.687897708371691,10.8955800800613
